batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
TCGA-D8-A1XO-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XO-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XO-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B85K0J685k9x9jFggq0FVX	project-G428g40Jf312vx5727kY9KXZ:file-G8B85k0J685k9x9jFggq0FVj
TCGA-D8-A1XF-10A-01D-A14G-09_gdc_realn	TCGA-D8-A1XF-10A-01D-A14G-09_gdc_realn.bam	TCGA-D8-A1XF-10A-01D-A14G-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B8Fj0JG684gXxQPzk82FVf	project-G428g40Jf312vx5727kY9KXZ:file-G8B8G6QJG689QJ0jBqk4k9VY
TCGA-C8-A26Z-10A-01D-A16D-09_gdc_realn	TCGA-C8-A26Z-10A-01D-A16D-09_gdc_realn.bam	TCGA-C8-A26Z-10A-01D-A16D-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BYv1QJXvv83qQX04y4xG6p	project-G428g40Jf312vx5727kY9KXZ:file-G8BYvP0JXvv0VZzZBqPZ6B39
TCGA-C5-A7CL-10A-01D-A32I-09_gdc_realn	TCGA-C5-A7CL-10A-01D-A32I-09_gdc_realn.bam	TCGA-C5-A7CL-10A-01D-A32I-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BYgb0JpyVb6yp2G1Q90Zj7	project-G428g40Jf312vx5727kY9KXZ:file-G8BYgq0JpyVjy19F3kyBYBQ2
TCGA-C5-A2LZ-10B-01D-A20U-09_gdc_realn	TCGA-C5-A2LZ-10B-01D-A20U-09_gdc_realn.bam	TCGA-C5-A2LZ-10B-01D-A20U-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7828JgQ1jB2pq3zX05y0k	project-G428g40Jf312vx5727kY9KXZ:file-G8B78XjJgQ1ZvJ6z05Pzb4qX
TCGA-BS-A0VI-10A-01D-A14G-09_gdc_realn	TCGA-BS-A0VI-10A-01D-A14G-09_gdc_realn.bam	TCGA-BS-A0VI-10A-01D-A14G-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BYQ58J72q6FGKF2VfpKzZ3	project-G428g40Jf312vx5727kY9KXZ:file-G8BYQGQJ72q5G3PbBv7jVkgP
TCGA-BS-A0TG-10A-01D-A14K-09_gdc_realn	TCGA-BS-A0TG-10A-01D-A14K-09_gdc_realn.bam	TCGA-BS-A0TG-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7z30JQ0756Jx38gQXyf4g	project-G428g40Jf312vx5727kY9KXZ:file-G8B7zQ8JQ074jFjj2Y6Z790P
TCGA-B5-A121-10A-01D-A122-09_gdc_realn	TCGA-B5-A121-10A-01D-A122-09_gdc_realn.bam	TCGA-B5-A121-10A-01D-A122-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B815QJ9yQGB68j3qYy36Y1	project-G428g40Jf312vx5727kY9KXZ:file-G8B81fjJ9yQBK6FzFgzqZpjb
TCGA-B5-A11R-10A-01D-A122-09_gdc_realn	TCGA-B5-A11R-10A-01D-A122-09_gdc_realn.bam	TCGA-B5-A11R-10A-01D-A122-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B6bkjJz31g60032Y43GY1q	project-G428g40Jf312vx5727kY9KXZ:file-G8B6f70Jz31b98qvG1pVpgv2
TCGA-B5-A11H-10B-01D-A122-09_gdc_realn	TCGA-B5-A11H-10B-01D-A122-09_gdc_realn.bam	TCGA-B5-A11H-10B-01D-A122-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B6gZjJv9xy94Qj3kzQ0QJb	project-G428g40Jf312vx5727kY9KXZ:file-G8B6j6jJv9xVj07k3kGZV9Q2
