batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
C347.TCGA-64-1678-10A-01D-1040-01.1_gdc_realn	C347.TCGA-64-1678-10A-01D-1040-01.1_gdc_realn.bam	C347.TCGA-64-1678-10A-01D-1040-01.1_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8Bggb8JQK76Gxjq4fjqbK81	project-G428g40Jf312vx5727kY9KXZ:file-G8Bgj1jJQK7PYY7Y4fb6gbGY
C500.TCGA-BL-A0C8-10A-01D-A10S-08.7_gdc_realn	C500.TCGA-BL-A0C8-10A-01D-A10S-08.7_gdc_realn.bam	C500.TCGA-BL-A0C8-10A-01D-A10S-08.7_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BggB0JFZY6GZPb4f39b239	project-G428g40Jf312vx5727kY9KXZ:file-G8BggZQJFZY4B3Pp4YjBK21g
TCGA-D8-A27K-10A-01D-A16D-09_gdc_realn	TCGA-D8-A27K-10A-01D-A16D-09_gdc_realn.bam	TCGA-D8-A27K-10A-01D-A16D-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B8FXQJG7p4vJ6z05Pzb9zk	project-G428g40Jf312vx5727kY9KXZ:file-G8B8G30JG7p08kbJ2X5G0YJ1
TCGA-D8-A27I-10A-02D-A16D-09_gdc_realn	TCGA-D8-A27I-10A-02D-A16D-09_gdc_realn.bam	TCGA-D8-A27I-10A-02D-A16D-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7gq0JFj6xpkQ3Fjp52zBq	project-G428g40Jf312vx5727kY9KXZ:file-G8B7j3jJFj6Xgzz0G35PvjK8
TCGA-D8-A27G-10A-01D-A16D-09_gdc_realn	TCGA-D8-A27G-10A-01D-A16D-09_gdc_realn.bam	TCGA-D8-A27G-10A-01D-A16D-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B8GxQJQG25y8Qk3zgqPp08	project-G428g40Jf312vx5727kY9KXZ:file-G8B8JB8JQG2PYb8VBv6B2BpX
TCGA-D8-A27F-10A-01D-A16D-09_gdc_realn	TCGA-D8-A27F-10A-01D-A16D-09_gdc_realn.bam	TCGA-D8-A27F-10A-01D-A16D-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7ZK0JfPKz06KPFk32pZyy	project-G428g40Jf312vx5727kY9KXZ:file-G8B7ZjjJfPKV3fpJG2vv7Zpy
TCGA-D8-A27E-10A-01D-A16D-09_gdc_realn	TCGA-D8-A27E-10A-01D-A16D-09_gdc_realn.bam	TCGA-D8-A27E-10A-01D-A16D-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B8FgjJkX0zG8VX8jKV3zyx	project-G428g40Jf312vx5727kY9KXZ:file-G8B8G30JkX0k9x9jFggq0Gjg
TCGA-D8-A1Y3-10A-01D-A159-09_gdc_realn	TCGA-D8-A1Y3-10A-01D-A159-09_gdc_realn.bam	TCGA-D8-A1Y3-10A-01D-A159-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7bg0JK0ygYqKQ04qJf2z9	project-G428g40Jf312vx5727kY9KXZ:file-G8B7f1jJK0yYqBVQ8VJZXXzP
TCGA-D8-A1Y2-10A-01D-A159-09_gdc_realn	TCGA-D8-A1Y2-10A-01D-A159-09_gdc_realn.bam	TCGA-D8-A1Y2-10A-01D-A159-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B95k0JYp7b6yp2G1Q8qzqk	project-G428g40Jf312vx5727kY9KXZ:file-G8B96VjJYp7g7gz6Fk0KYF5k
TCGA-D8-A1Y1-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1Y1-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1Y1-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BYqb8Jf82fFGKF2VfpP2Gq	project-G428g40Jf312vx5727kY9KXZ:file-G8BYqzjJf82pK6FzFgzqpvGB
TCGA-D8-A1Y0-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1Y0-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1Y0-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B8V68J4y2kK77JG2jfP9kp	project-G428g40Jf312vx5727kY9KXZ:file-G8B8VyjJ4y2QVZzZBqPZ2Z3V
TCGA-D8-A1XZ-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XZ-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XZ-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B8Pq8JkZy67yJP8XQ2FGvK	project-G428g40Jf312vx5727kY9KXZ:file-G8B8Q8jJkZyPG8VX8jKV40jV
TCGA-D8-A1XY-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XY-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XY-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7qv8JFy6g60032Y43GjG9	project-G428g40Jf312vx5727kY9KXZ:file-G8B7v88JFy6jZ3BJ3kV6kY74
TCGA-D8-A1XW-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XW-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XW-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7p90Jf70J00FfPzy1ZjKy	project-G428g40Jf312vx5727kY9KXZ:file-G8B7pk0Jf70PxFBvPzg7k4fJ
TCGA-D8-A1XV-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XV-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XV-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B7kq8JK4ZBK6FzFgzqZp7g	project-G428g40Jf312vx5727kY9KXZ:file-G8B7pBQJK4Z3Ky3F8XzbG647
TCGA-D8-A1XU-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XU-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XU-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B8fKjJ1pgV5Xp88YvG1Y09	project-G428g40Jf312vx5727kY9KXZ:file-G8B8fyjJ1pgxQ6274p9PyX01
TCGA-D8-A1XT-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XT-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XT-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8BZ6VjJ0FzPxFBvPzg7yB74	project-G428g40Jf312vx5727kY9KXZ:file-G8BZ710J0Fz56qfYBqG3f9yz
TCGA-D8-A1XS-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XS-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XS-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B812jJ2593pVvKG30PGB0X	project-G428g40Jf312vx5727kY9KXZ:file-G8B81GjJ25956Jx38gQXyg1B
TCGA-D8-A1XR-10A-01D-A14K-09_gdc_realn	TCGA-D8-A1XR-10A-01D-A14K-09_gdc_realn.bam	TCGA-D8-A1XR-10A-01D-A14K-09_gdc_realn.bai	project-G428g40Jf312vx5727kY9KXZ:file-G8B8Z68JpyK273YkFkBfqKY5	project-G428g40Jf312vx5727kY9KXZ:file-G8B8Zf0JpyKPvxPx3p3j6Z11
