batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
1052520	1052520_23153_0_0.cram	1052520_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxQ90J743Yy25J9XJb59yy	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxQ8QJ743XKg6V3jYvqj8Q
1054638	1054638_23153_0_0.cram	1054638_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf49Q8JpP3BZkpz3kYVP5vZ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf49P8JpP3K7Jp68g0XY24K
1054988	1054988_23153_0_0.cram	1054988_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyZ6QJY52yxx324vBY103z	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyZ5QJY52j4gBb3kQYGk32
1055143	1055143_23153_0_0.cram	1055143_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvyFjJXPQ0zQ6f737bXBP0	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvy9QJXPQ6bJq23kb8zZqg
1055586	1055586_23153_0_0.cram	1055586_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf45pjJ7YXkb4843jZpXyYV	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf45pjJ7YXYfQVX3jFk11KG
1055632	1055632_23153_0_0.cram	1055632_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvfgjJ4739g7P43kGQX63Y	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvfgQJ4735VfK43k0bBkJ6
1055681	1055681_23153_0_0.cram	1055681_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvVv0J21pygz4q3jyq47G1	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvVq8J21pv4jfV3jbZYz2p
1055916	1055916_23153_0_0.cram	1055916_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz2VjJvJPv9ky93jF7YV7X	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz2V0JvJPgJ5pq6gy77GFf
1056800	1056800_23153_0_0.cram	1056800_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxB10J37bpZkpz3kYVJxpJ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx9yQJ37bgqjfP3kgKPKF9
1056813	1056813_23153_0_0.cram	1056813_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyF3jJ7QY64Zg33jJkfzKv	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyF20J7QYGXqY33k9G3Z68
