batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
1925020	1925020_23153_0_0.cram	1925020_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybykp0JF0Z7J5pq6gy779qF	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybykjjJF0Z965763jfjz155
1925043	1925043_23153_0_0.cram	1925043_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvfQjJfPXqJqj13pX3q3f1	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvfQ8JfPXgqjfP3kgKPF81
1925084	1925084_23153_0_0.cram	1925084_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyGG0J5XG8zFQF3jG6zVVb	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyGBjJ5XG286YP7ZVP4fpP
1925092	1925092_23153_0_0.cram	1925092_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvzF8Jj9zfbJq23kb8zZyQ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvyGjJj9zk65763jfjybjv
1925107	1925107_23153_0_0.cram	1925107_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyK08J2kZj8X51FVq6QbBV	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyK00J2kZv9ky93jF7YG2P
1925199	1925199_23153_0_0.cram	1925199_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf44xQJz6Zb9V544519jXZ5	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf44vjJz6Zb7v96P5VP85bk
1925212	1925212_23153_0_0.cram	1925212_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4qbjJ9V0vfQGY3jj1gXQy	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4qb8J9V0xJ1YV3jzqb2VZ
1925221	1925221_23153_0_0.cram	1925221_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz2XQJz5Jf4Zg33jJkg4Qg	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz2X0Jz5JpZkpz3kYVKFF9
1925257	1925257_23153_0_0.cram	1925257_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxy10JqXkpZkpz3kYVK1pv	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxy10JqXkv9ky93jF7Y8gz
1925270	1925270_23153_0_0.cram	1925270_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybypgQJ06G36fz03jJVfVJz	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybypg8J06G0yB833kVX9pbF
1925301	1925301_23153_0_0.cram	1925301_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxxpjJ2vgYy25J9XJb5Gvg	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxxpQJ2vgVv92p3jFzgJbP
1925319	1925319_23153_0_0.cram	1925319_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4F08J9vGgqjfP3kgKQk9V	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4BzQJ9vGY6fz03jJVg45k
1925342	1925342_23153_0_0.cram	1925342_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxz0QJ5jZK7Jp68g0XX0K6	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxyp0J5jZJQqfk3jJYVX63
1925360	1925360_23153_0_0.cram	1925360_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf0V6QJ4kqpPb85K6yJ08xF	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf0V68J4kqyYGJZ3jyQBFv1
1925409	1925409_23153_0_0.cram	1925409_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz8v8JYbjJJ1YV3jzqZGB3	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz8q0JYbj3y9vZ3kP6k4BK
1925452	1925452_23153_0_0.cram	1925452_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvfyjJfJBxQqfk3jJYVBxX	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvfyQJfJBqX08fG45vK09G
1925463	1925463_23153_0_0.cram	1925463_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf1Zg8JXpkb9V544519j50k	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf1Zg0JXpkxJ1YV3jzqZXyz
1925475	1925475_23153_0_0.cram	1925475_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyz9jJ01F7J5pq6gy77FK7	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyz8jJ01FFJqj13pX3qXxY
1925480	1925480_23153_0_0.cram	1925480_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz6Z0Jq8QKxx324vBY148f	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz6Y8Jq8QBzx9v3k28PBqK
1925513	1925513_23153_0_0.cram	1925513_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf44vjJ9vGqJqj13pX3v5YQ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf44v0J9vGQZfJQ3kvV8GXQ
1925525	1925525_23153_0_0.cram	1925525_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvQQjJKy1BXXQZ3kp0722J	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvQQjJKy1ByB9v3jV388q9
1925576	1925576_23153_0_0.cram	1925576_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby250Jz5Jj4gBb3kQYGbGz	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby240Jz5Jjqy9P3j9QQ8F1
1925581	1925581_23153_0_0.cram	1925581_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FyfGkvQJ37q6X5613kgxP0xj	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FyfGkvQJ37qFJqj13pX3xbP6
1925627	1925627_23153_0_0.cram	1925627_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx8qjJfJBzgyZ03jF790xP	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx8pjJfJBjzFQF3jG6zBB0
1925639	1925639_23153_0_0.cram	1925639_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby8fjJK0Zyxx324vBY0xqB	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby8fQJK0ZpPb85K6yGzq4J
1925640	1925640_23153_0_0.cram	1925640_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyJ10J299GfQGY3jj1fVyp	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyJ0jJ29988X51FVq6Qb69
1925653	1925653_23153_0_0.cram	1925653_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby560J6Q5PzFk0PvKKKJPY	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby55jJ6Q5KYGJZ3jyQB0Y4
1925662	1925662_23153_0_0.cram	1925662_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxXKjJ7gPxJ1YV3jzqYqp3	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxX90J7gPpZkpz3kYVJz3v
1925686	1925686_23153_0_0.cram	1925686_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby0kjJByxKYGJZ3jyQ9zfJ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby0jQJByx05xP83jXBJbkX
1925731	1925731_23153_0_0.cram	1925731_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvx50J3xk6QX8B3kyz0Z1x	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvx4QJ3xkJJ1YV3jzqYj97
1925815	1925815_23153_0_0.cram	1925815_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4BQjJk54Yy9vZ3kP6kjJ3	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4BQ0Jk54b7v96P5VP872Y
1925823	1925823_23153_0_0.cram	1925823_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4j0J96J1v92p3jFzg8fK	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4fjJ96J9b4843jZpVy2K
1925830	1925830_23153_0_0.cram	1925830_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf3p3QJvPJvfQGY3jj1gBXq	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf3p30JvPJqX08fG45vP1FJ
1925903	1925903_23153_0_0.cram	1925903_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvq70J2X95xXGv3jPxvvxy	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvpvjJ2X99b4843jZpVvY4
1925967	1925967_23153_0_0.cram	1925967_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4KQJ5xqfQX8B3kyz0b73	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx48QJ5xqY6fz03jJVf6JX
1925989	1925989_23153_0_0.cram	1925989_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxfx8JxjvkPxkG3k8v65bj	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxfx8JxjvXQf4v3jQjkXjK
1926031	1926031_23153_0_0.cram	1926031_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz20jJ9FgGfQGY3jj1fpgy	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz200J9Fg1v92p3jFzgf0F
1926065	1926065_23153_0_0.cram	1926065_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxgyQJ8xVBXXQZ3kp0783b	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxgv0J8xVGfQGY3jj1fJZy
1926082	1926082_23153_0_0.cram	1926082_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyG98Jj9kjqy9P3j9QQB25	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyG3QJj9kkPxkG3k8v6B6z
1926119	1926119_23153_0_0.cram	1926119_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4k30JYyZp2P0F3P9JY6V6	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4k2QJYyZvfQGY3jj1gVxV
1926134	1926134_23153_0_0.cram	1926134_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx7kjJ8yfP6V3k3kzV0f9G	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx7kjJ8yfBXXQZ3kp07560
