batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
1100024	1100024_23153_0_0.cram	1100024_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvxf0JbPpQjKFZ3jf5Q9qj	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvxZ8JbPpk65763jfjybVv
1100038	1100038_23153_0_0.cram	1100038_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyyqQJJjX958zV3kz19zZ9	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyyq0JJjX9b4843jZpX9f1
1100046	1100046_23153_0_0.cram	1100046_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyZQjJX1yfQX8B3kyz0z2g	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyZQjJX1yk65763jfjz03z
1100108	1100108_23153_0_0.cram	1100108_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz550J2bqkg7P43kGQXbKx	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz53jJ2bqgqjfP3kgKPvz9
1100139	1100139_23153_0_0.cram	1100139_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx11jJq8QFPjGp3jKQxkGk	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx11QJq8QBzx9v3k28KvJ1
1100162	1100162_23153_0_0.cram	1100162_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby56jJJ9Z0zQ6f737bXVbK	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby55QJJ9ZJ9g6y3jJvfJXy
1100186	1100186_23153_0_0.cram	1100186_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf45Y0JjvYpff0VBBxFYZfk	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf45XQJjvYQyB833kVXBV31
1100195	1100195_23153_0_0.cram	1100195_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf3fxQJpP3J9g6y3jJvgGvQ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf3fxQJpP3J1vFb3k48j3jG
1100203	1100203_23153_0_0.cram	1100203_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxxk0JgYk7J5pq6gy774J1	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxxjQJgYkKxx324vBY0qY1
1100274	1100274_23153_0_0.cram	1100274_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyfq2y0JFYJ8zFQF3jG73fb1	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyfq2xQJFYJ7qjfP3kgKZx1v
1100290	1100290_23153_0_0.cram	1100290_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf54fjJQ3YYfQVX3jFk1Jgz	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf54bQJQ3YpZkpz3kYVPGBk
1100323	1100323_23153_0_0.cram	1100323_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf52B8J5yyygz4q3jyq5fjV	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf529QJ5yybj06Y3jy24Y63
1100330	1100330_23153_0_0.cram	1100330_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyJ38J299KYGJZ3jyQB2Kf	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyJ2QJ2999PxkG3k8v6BV7
1100341	1100341_23153_0_0.cram	1100341_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyk5jJyKKk65763jfjz12X	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyk8QJyKKvXqY33k9G3gG5
1100396	1100396_23153_0_0.cram	1100396_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx18jJf2kJ9g6y3jJvf6PZ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx18QJf2kFJqj13pX3q5FV
