batch ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam ID	stage-G4Q4Pk8J6XGFjX9F3xfbg8Qv.bam_index ID
1163392	1163392_23153_0_0.cram	1163392_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyzGjJ8kvPzFk0PvKKKYpq	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyzG8J8kvFJqj13pX3qXyj
1163408	1163408_23153_0_0.cram	1163408_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4ZPjJkG4PzFk0PvKKPxBQ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4ZKjJkG4K7Jp68g0XY52J
1163414	1163414_23153_0_0.cram	1163414_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4yjJG5QQjz7g3jJVVKf1	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4yjJG5QxJ1YV3jzqYkbP
1163439	1163439_23153_0_0.cram	1163439_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxQBQJgXZQZfJQ3kvV7XjX	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxQB8JgXZk58zV3kz19YKg
1163440	1163440_23153_0_0.cram	1163440_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf1qZjJQkFQZfJQ3kvV84b6	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf1qZ0JQkFy7Jp68g0XXjBp
1163453	1163453_23153_0_0.cram	1163453_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxx80Jv7Pyxx324vBY0qKG	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxqJQJv7Pyxx324vBY0q1j
1163495	1163495_23153_0_0.cram	1163495_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxQK8JVyzygz4q3jyq4Fx6	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxQK8JVyzv4jfV3jbZZ3g5
1163506	1163506_23153_0_0.cram	1163506_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxGP8J8xV1v92p3jFzgB37	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxGJjJ8xV5j06Y3jy23K6P
1163549	1163549_23153_0_0.cram	1163549_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby8yjJf2k5VfK43k0bF2x5	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby8yQJf2kP6V3k3kzV0x1K
1163638	1163638_23153_0_0.cram	1163638_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvxf8JXP9kXYqQ3jxxK4K7	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvxbjJXP9kXYqQ3jxxK4Jp
1163646	1163646_23153_0_0.cram	1163646_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx8xjJ6v5y7Jp68g0XVqyB	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx8xQJ6v5Q5xP83jXBJV29
1163652	1163652_23153_0_0.cram	1163652_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxY30JjBGbxXGv3jPxx0pp	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxY2jJjBGYfQVX3jFk0674
1163675	1163675_23153_0_0.cram	1163675_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxfYjJKy1G9ky93jF7Y6y0	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxfJjJKy10jKFZ3jf5QK2g
1163691	1163691_23153_0_0.cram	1163691_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxpX0JFYfk3V1V3jZGF0pV	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxpV8JFYff4Zg33jJkfv08
1163772	1163772_23153_0_0.cram	1163772_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybzFZ8JByxPgyZ03jF79Qgj	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybzFZ0JByx9g7P43kGQXfx8
1163783	1163783_23153_0_0.cram	1163783_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz380JvyFfQX8B3kyz12kK	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz368JvyFX86YP7ZVP4vGQ
1163803	1163803_23153_0_0.cram	1163803_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf3xgQJ9Pfj8X51FVq6VBg7	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf3xg0J9PfqX08fG45vP22f
1163836	1163836_23153_0_0.cram	1163836_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvpq8JB60fX5613kgxG3x7	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvpq0JB60v9ky93jF7Y2F1
1163867	1163867_23153_0_0.cram	1163867_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyqVjJXP9v9ky93jF7YP49	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyqVjJXP9kXYqQ3jxxKVB6
1163889	1163889_23153_0_0.cram	1163889_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyg58J5ZGY6fz03jJVfQ8X	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyg50J5ZGpyB9v3jV38fX2
1163915	1163915_23153_0_0.cram	1163915_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf3kGjJ1v3j8X51FVq6V9kQ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf3kG8J1v3z6V3k3kzV1q08
1163930	1163930_23153_0_0.cram	1163930_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyyj8JKgVfbJq23kb9026v	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyygjJKgVf5Yx53k17FG9K
1163941	1163941_23153_0_0.cram	1163941_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4kQJ2vgfX5613kgxG5Qv	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4kQJ2vgk65763jfjyfZx
1163977	1163977_23153_0_0.cram	1163977_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxgg0JF0Z9g7P43kGQXFg5	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxgp0JF0ZPgyZ03jF793Z6
1164012	1164012_23153_0_0.cram	1164012_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyg90JP4fpyB9v3jV38fZ4	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyg88JP4fv4jfV3jbZZFyg
1164021	1164021_23153_0_0.cram	1164021_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4f8J5ZGj4gBb3kQYGPQg	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4b8J5ZGk65763jfjyfYQ
1164057	1164057_23153_0_0.cram	1164057_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvgJjJKy165Yx53k17Byfy	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvgJQJKy19XYqQ3jxxK3X9
1164068	1164068_23153_0_0.cram	1164068_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvp78J21pf5Yx53k17Bz3Q	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybvp6QJ21pQF8xJ3kB942Qq
1164094	1164094_23153_0_0.cram	1164094_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxYJQJZYj6bJq23kb8zj77	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxYG8JZYj8zFQF3jG6zG53
1164111	1164111_23153_0_0.cram	1164111_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvxpjJf2kPzFk0PvKKK5Pv	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvxpQJf2k2Kg6V3jYvqBQJ
1164136	1164136_23153_0_0.cram	1164136_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxPq8JgYk36fz03jJVf8BV	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxPpjJgYk3fQVX3jFk05bp
1164145	1164145_23153_0_0.cram	1164145_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf46g0JGgb65Yx53k17G251	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf46g0JGgbJ9g6y3jJvgQG5
1164189	1164189_23153_0_0.cram	1164189_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyFxjJVj9jzFQF3jG6zVP1	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyG0jJVj9qX08fG45vKB9g
1164190	1164190_23153_0_0.cram	1164190_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4Vb8JG5kQ5xP83jXBKkv4	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4Vb0JG5kjqy9P3j9QV8Bx
1164240	1164240_23153_0_0.cram	1164240_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvjG0J051J9g6y3jJvf55F	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvjFQJ0510ZfJQ3kvV7Kx0
1164253	1164253_23153_0_0.cram	1164253_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxG0jJ4GY93V1V3jZGBxkP	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxG0jJ4GY286YP7ZVP4P0z
1164295	1164295_23153_0_0.cram	1164295_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvZ68JZB4qX08fG45vJzxg	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvZ5jJZB4pXXQZ3kp072Bx
1164307	1164307_23153_0_0.cram	1164307_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf45zjJXpKvfQGY3jj1gJ3J	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf45z0JXpKpzx9v3k28PqGz
1164335	1164335_23153_0_0.cram	1164335_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyff8JYVJv9ky93jF7YJZJ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyfX8JYVJygz4q3jyq4YgB
1164356	1164356_23153_0_0.cram	1164356_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4Bv0Jk54Y6fz03jJVg44g	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4BqjJk54xQqfk3jJYXJky
1164372	1164372_23153_0_0.cram	1164372_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvjXQJvj4FJqj13pX3q3zZ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvjBQJvj484gBb3kQYGJZ6
1164399	1164399_23153_0_0.cram	1164399_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx85jJjQXYfQVX3jFk043q	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx858JjQXf5Yx53k17F1BK
1164400	1164400_23153_0_0.cram	1164400_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4bjJ299GXqY33k9G3GQ3	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx4bjJ29988X51FVq6QGz2
1164413	1164413_23153_0_0.cram	1164413_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz23QJjQXzgyZ03jF79PKJ	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz230JjQXbj06Y3jy23k5X
1164448	1164448_23153_0_0.cram	1164448_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyJ8QJZxb6bJq23kb8zyY2	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyJ8QJZxb1Jx4y3kq3y18f
1164454	1164454_23153_0_0.cram	1164454_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxYf0J5XG6bJq23kb8zjB4	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxYb8J5XG65Yx53k17F3BB
1164469	1164469_23153_0_0.cram	1164469_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxKg0JQ4bByB9v3jV38K9z	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxKG0JQ4bBZkpz3kYVJyKP
1164481	1164481_23153_0_0.cram	1164481_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyZFjJkXfjzFQF3jG6zYG2	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyZFjJkXfj4gBb3kQYGk4B
1164526	1164526_23153_0_0.cram	1164526_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxPJjJz5JQjz7g3jJVVQFp	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxPFjJz5Jz6V3k3kzV0gPx
1164542	1164542_23153_0_0.cram	1164542_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxq4QJvyFy7Jp68g0XVzVB	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybxq38JvyFQzQ6f737bXPfX
1164587	1164587_23153_0_0.cram	1164587_23153_0_0.cram.crai	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby5K8Jp3fJ9g6y3jJvfJf4	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby5JjJp3f2Kg6V3jYvqvkq
